Goal,goal_description,goal_id,Objective,obj_description,obj_id,Technique,tech_description,tech_id,Approach,app_description,app_id
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Services,"Refresh services periodically, or generate services on demand and terminate services when no longer needed.",a30
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Services,"Refresh services periodically, or generate services on demand and terminate services when no longer needed.",a30
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Services,"Refresh services periodically, or generate services on demand and terminate services when no longer needed.",a30
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Services,"Refresh services periodically, or generate services on demand and terminate services when no longer needed.",a30
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Services,"Refresh services periodically, or generate services on demand and terminate services when no longer needed.",a30
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Connectivity,"Establish connections on demand, and terminate connections when no longer needed.",a31
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Connectivity,"Establish connections on demand, and terminate connections when no longer needed.",a31
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Connectivity,"Establish connections on demand, and terminate connections when no longer needed.",a31
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Connectivity,"Establish connections on demand, and terminate connections when no longer needed.",a31
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Connectivity,"Establish connections on demand, and terminate connections when no longer needed.",a31
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Connectivity,"Establish connections on demand, and terminate connections when no longer needed.",a31
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Connectivity,"Establish connections on demand, and terminate connections when no longer needed.",a31
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Non-Persistence,Generate and retain resources as needed or for a limited time.,t8,Non-Persistent Connectivity,"Establish connections on demand, and terminate connections when no longer needed.",a31
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Trust-Based Privilege Management,"Define, assign, and maintain privileges associated with active entities, based on established trust criteria, consistent with principles of least privilege.",a32
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Trust-Based Privilege Management,"Define, assign, and maintain privileges associated with active entities, based on established trust criteria, consistent with principles of least privilege.",a32
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Trust-Based Privilege Management,"Define, assign, and maintain privileges associated with active entities, based on established trust criteria, consistent with principles of least privilege.",a32
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Trust-Based Privilege Management,"Define, assign, and maintain privileges associated with active entities, based on established trust criteria, consistent with principles of least privilege.",a32
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Trust-Based Privilege Management,"Define, assign, and maintain privileges associated with active entities, based on established trust criteria, consistent with principles of least privilege.",a32
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Attribute-Based Usage Restriction,"Define, assign, maintain, and apply usage restrictions on systems containing cyber resources based on the criticality of missions or business functions and other attributes (e.g., data sensitivity).",a33
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Attribute-Based Usage Restriction,"Define, assign, maintain, and apply usage restrictions on systems containing cyber resources based on the criticality of missions or business functions and other attributes (e.g., data sensitivity).",a33
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Attribute-Based Usage Restriction,"Define, assign, maintain, and apply usage restrictions on systems containing cyber resources based on the criticality of missions or business functions and other attributes (e.g., data sensitivity).",a33
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Attribute-Based Usage Restriction,"Define, assign, maintain, and apply usage restrictions on systems containing cyber resources based on the criticality of missions or business functions and other attributes (e.g., data sensitivity).",a33
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Attribute-Based Usage Restriction,"Define, assign, maintain, and apply usage restrictions on systems containing cyber resources based on the criticality of missions or business functions and other attributes (e.g., data sensitivity).",a33
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Dynamic Privileges,"Elevate or decrease privileges assigned to a user, process, or service based on transient or contextual factors.",a34
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Dynamic Privileges,"Elevate or decrease privileges assigned to a user, process, or service based on transient or contextual factors.",a34
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Dynamic Privileges,"Elevate or decrease privileges assigned to a user, process, or service based on transient or contextual factors.",a34
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Dynamic Privileges,"Elevate or decrease privileges assigned to a user, process, or service based on transient or contextual factors.",a34
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Privilege Restriction,Restrict privileges based on attributes of users and system elements as well as on environmental factors.,t9,Dynamic Privileges,"Elevate or decrease privileges assigned to a user, process, or service based on transient or contextual factors.",a34
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Purposing,Ensure systems containing cyber resources are used consistent with critical mission or business function purposes.,a35
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Purposing,Ensure systems containing cyber resources are used consistent with critical mission or business function purposes.,a35
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Purposing,Ensure systems containing cyber resources are used consistent with critical mission or business function purposes.,a35
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Purposing,Ensure systems containing cyber resources are used consistent with critical mission or business function purposes.,a35
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Purposing,Ensure systems containing cyber resources are used consistent with critical mission or business function purposes.,a35
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Purposing,Ensure systems containing cyber resources are used consistent with critical mission or business function purposes.,a35
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Offloading,Offload supportive but non-essential functions to other systems or to an external provider that is better able to support the functions.,a36
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Offloading,Offload supportive but non-essential functions to other systems or to an external provider that is better able to support the functions.,a36
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Offloading,Offload supportive but non-essential functions to other systems or to an external provider that is better able to support the functions.,a36
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Offloading,Offload supportive but non-essential functions to other systems or to an external provider that is better able to support the functions.,a36
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Offloading,Offload supportive but non-essential functions to other systems or to an external provider that is better able to support the functions.,a36
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Offloading,Offload supportive but non-essential functions to other systems or to an external provider that is better able to support the functions.,a36
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Restriction,"Remove or disable unneeded functionality or connectivity, or add mechanisms to reduce the chance of vulnerability or failure.",a37
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Restriction,"Remove or disable unneeded functionality or connectivity, or add mechanisms to reduce the chance of vulnerability or failure.",a37
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Restriction,"Remove or disable unneeded functionality or connectivity, or add mechanisms to reduce the chance of vulnerability or failure.",a37
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Restriction,"Remove or disable unneeded functionality or connectivity, or add mechanisms to reduce the chance of vulnerability or failure.",a37
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Restriction,"Remove or disable unneeded functionality or connectivity, or add mechanisms to reduce the chance of vulnerability or failure.",a37
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Restriction,"Remove or disable unneeded functionality or connectivity, or add mechanisms to reduce the chance of vulnerability or failure.",a37
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Replacement,Replace low-assurance or poorly understood implementations with more trustworthy implementations.,a38
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Replacement,Replace low-assurance or poorly understood implementations with more trustworthy implementations.,a38
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Replacement,Replace low-assurance or poorly understood implementations with more trustworthy implementations.,a38
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Replacement,Replace low-assurance or poorly understood implementations with more trustworthy implementations.,a38
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Replacement,Replace low-assurance or poorly understood implementations with more trustworthy implementations.,a38
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Replacement,Replace low-assurance or poorly understood implementations with more trustworthy implementations.,a38
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Specialization,"Modify the design of, augment, or configure critical cyber resources uniquely for the mission or business function to improve trustworthiness.",a39
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Specialization,"Modify the design of, augment, or configure critical cyber resources uniquely for the mission or business function to improve trustworthiness.",a39
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Specialization,"Modify the design of, augment, or configure critical cyber resources uniquely for the mission or business function to improve trustworthiness.",a39
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Specialization,"Modify the design of, augment, or configure critical cyber resources uniquely for the mission or business function to improve trustworthiness.",a39
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Specialization,"Modify the design of, augment, or configure critical cyber resources uniquely for the mission or business function to improve trustworthiness.",a39
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Specialization,"Modify the design of, augment, or configure critical cyber resources uniquely for the mission or business function to improve trustworthiness.",a39
Withstand,Continue essential mission or business functions despite adversity.,g2,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Monitoring and Damage Assessment,"Monitor and analyze behavior and characteristics of components and resources to look for indicators of adversary activity, and to detect and assess damage from adversity.",a4
Recover,Restore mission or business functions during and after adversity.,g3,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Monitoring and Damage Assessment,"Monitor and analyze behavior and characteristics of components and resources to look for indicators of adversary activity, and to detect and assess damage from adversity.",a4
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Monitoring and Damage Assessment,"Monitor and analyze behavior and characteristics of components and resources to look for indicators of adversary activity, and to detect and assess damage from adversity.",a4
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Monitoring and Damage Assessment,"Monitor and analyze behavior and characteristics of components and resources to look for indicators of adversary activity, and to detect and assess damage from adversity.",a4
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Monitoring and Damage Assessment,"Monitor and analyze behavior and characteristics of components and resources to look for indicators of adversary activity, and to detect and assess damage from adversity.",a4
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Monitoring and Damage Assessment,"Monitor and analyze behavior and characteristics of components and resources to look for indicators of adversary activity, and to detect and assess damage from adversity.",a4
Withstand,Continue essential mission or business functions despite adversity.,g2,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Monitoring and Damage Assessment,"Monitor and analyze behavior and characteristics of components and resources to look for indicators of adversary activity, and to detect and assess damage from adversity.",a4
Recover,Restore mission or business functions during and after adversity.,g3,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Monitoring and Damage Assessment,"Monitor and analyze behavior and characteristics of components and resources to look for indicators of adversary activity, and to detect and assess damage from adversity.",a4
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Monitoring and Damage Assessment,"Monitor and analyze behavior and characteristics of components and resources to look for indicators of adversary activity, and to detect and assess damage from adversity.",a4
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Withstand,Continue essential mission or business functions despite adversity.,g2,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Recover,Restore mission or business functions during and after adversity.,g3,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Withstand,Continue essential mission or business functions despite adversity.,g2,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Recover,Restore mission or business functions during and after adversity.,g3,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Redundancy,Provide multiple protected instances of critical resources.,t11,Protected Backup and Restore,"Back up information and software (including configuration data and virtualized resources) in a way that protects its confidentiality, integrity, and authenticity, and enable restoration in case of disruption or corruption.",a40
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Withstand,Continue essential mission or business functions despite adversity.,g2,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Recover,Restore mission or business functions during and after adversity.,g3,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Withstand,Continue essential mission or business functions despite adversity.,g2,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Recover,Restore mission or business functions during and after adversity.,g3,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Redundancy,Provide multiple protected instances of critical resources.,t11,Surplus Capacity,"Maintain extra capacity for information storage, processing, or communications.",a41
